AÑO,DEPARTAMENTO,MUNICIPO,TOTAL MUESTRAS,RESULTADO COLOR APARENTE,RESULTADO TURBIEDAD,RESULTADO PH,RESULTADO CLORO RESIDUAL LIBRE,RESULTADO ALCALINIDAD TOTAL,RESULTADO CALCIO,RESULTADO FOSFATOS,RESULTADO MANGANESO,RESULTADO MOLIBDENO,RESULTADO MAGNESIO,RESULTADO ZINC,RESULTADO DUREZA TOTAL,RESULTADO SULFATOS,RESULTADO HIERRO TOTAL,RESULTADO CLORUROS,RESULTADO NITRATOS,RESULTADO NITRITOS,RESULTADO ALUMINIO,RESULTADO FLORUROS,RESULTADO COT,RESULTADO COLIFORMES TOTALES,RESULTADO E.COLI,RESULTADO ANTIMONIO,RESULTADO ARSÉNICO,RESULTADO BARIO,RESULTADO CADMIO,RESULTADO CIANURO LIBRE Y DIASOCIABLE,RESULTADO COBRE,RESULTADO Cromo total,RESULTADO MERCURIO,RESULTADO NIQUEL,RESULTADO PLOMO,RESULTADO SELENIO,RESULTADO TRIHALOMETANOS TOTALES,RESULTADO HIDROCARBUROS AROMÁTICOS POLICICLICOS,RESULTADO GIARDIA,RESULTADO CRYPTOSPORIDIUM,RESULTADO PLAGUICIDAS TOTALES,RESULTADO ORGANOFOSFORADOS Y CARBAMATOS,RESULTADO MESÓFILOS,IRCA PROMEDIO,IRCA BASE PROMEDIO,NIVEL DE RIESGO PROMEDIO
2015,Cundinamarca,Gachala,12,3.3,0.395,7.605833333,1.458333333,14.2,,0.016,0,0.006666667,0.7,0,13.6,5.8,0,7.8,0.76,0,0.0475,0,,0,0,0,0,,0,0,0.025,0,0,0,,0,0.01,0,,,0,,,0,0,SIN RIESGO
2015,Cundinamarca,Gachancipá,20,3.727777778,0.595555556,7.045555556,0.975555556,23.375,,0.01375,0,0.005,0.533333333,0,28.25,6.25,0.05625,10.5,3.0775,0,0.038888889,0.043333333,,0,0,0,0,,0.0005,0,0.02,0,0,0,,0,0,0,,,,,,1.9185,1.9185,SIN RIESGO
2015,Cundinamarca,Gachetá,12,6.483333333,1.55,7.291666667,1.316666667,9,,0.0025,0,0.02,0,0,4.5,11.5,0.05,1.75,1.1,0,0.218333333,0,,0,0,0,0,,0,0,0,0,0,,,0,0.04,,,,0,,,5.7875,5.7875,BAJO
2015,Cundinamarca,Gama,13,3.276923077,0.833846154,6.999230769,1.415384615,11.33333333,,0.001666667,0,0,0,0,27.5,21.66666667,0.048333333,1.166666667,0.881666667,0,0.063846154,0,,0.538461538,0,0,0,,0,0,0.025,0,0,,0,0,0.03,,,,0,,,4.092307,4.092307,SIN RIESGO
2015,Cundinamarca,Girardot,52,2.9,0.800666667,7.014333333,1.334,30.33333333,,0.011666667,0.02,0.01,3.5,0,41.5,9.833333333,0,2.666666667,2.023333333,0,0.041333333,,,0.365384615,0,0,0,,0,,0,0,0,0.01,,0,0,0,,,,,,0.721153,0.721153,SIN RIESGO
2015,Cundinamarca,Granada,14,10.22857143,1.23,7.266428571,1.27,8,,0.083333333,,0.01,,,10.33333333,6.5,0.165,2.833333333,2.666666667,0,0.110714286,,,0.714285714,0,0,0,,0,,,0,0,0,0,0,0.02,0,,,0,,,6.172142,6.172142,BAJO
2015,Cundinamarca,Guachetá,12,1.658333333,0.891666667,6.706666667,1.093333333,9,,0.1275,0,0,0,0,11.25,2.75,0.0575,1,1.33,0,0.099166667,0,,2.166666667,0,0,0,,0,0,0,0,0,0,,0,0,0,,,,,,4.634166,4.634166,SIN RIESGO
2015,Cundinamarca,Guaduas,34,2.985294118,0.663529412,7.376470588,1.438235294,119.25,,0.051875,0,0,5.7,0,150.1875,31.93333333,0.016153846,1.9375,1.11875,0,0.094705882,,,1.676470588,0.029411765,,,0,0,,0.02,,,0,,,0,0,,,,,,3.911176,3.911176,SIN RIESGO
2015,Cundinamarca,Guasca,39,9.751282051,1.221538462,6.822051282,1.146410256,8.647058824,,0.144705882,0.01375,0.015,0.2625,0,12.23529412,3.352941176,0.12125,4.823529412,2.671176471,0,0.065128205,0,,1.230769231,0.051282051,0,0,,0,0,0,0,0,,0,0,,,,,0,,,4.889743,4.889743,SIN RIESGO
2015,Cundinamarca,Guataquí,10,4.93,2.044,7.283,1.384,32.75,,0.02,0.05,0,3,0,48,12,0.1125,7.75,6.6775,0.03,0.034,,,5.8,0.3,0,0,,0,,0.05,0,0,,0,0,0,0,,,,,,21.709,21.709,MEDIO
2015,Cundinamarca,Guatavita,12,16.15833333,1.211666667,7.555,0.439166667,6.4,,0.07,0,,0,0,3.2,1.4,0.09,4.2,1.942,0,0.108333333,0,,96,0.916666667,0,0,,,0,0,,0,,,0,,,,,,,,23.775,23.775,MEDIO
2015,Cundinamarca,Guayabal De Siquima,12,5.275,2.4125,7.543333333,1.734166667,79.25,,0.1675,0,0.013,11.6,0,119.75,64.5,0,1.25,1.015,0,0.116666667,0,,0,0,,,0,0,0,0,,,0,,,,,,,,,,8.325,8.325,BAJO
2015,Cundinamarca,Guayabetal,11,0.954545455,0.522727273,7.406363636,1.406363636,66.66666667,,0.086666667,0,0,6.2,0,61,18.33333333,0.05,0.333333333,0.773333333,0,0.021818182,0,,0.454545455,0.181818182,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,7.848181,7.848181,BAJO
2015,Cundinamarca,Gutiérrez,12,1.35,0.4175,6.956666667,1.1525,9,,0.0225,0,0,0,0,14.75,4,0.0575,1.75,2.175,0,0.043333333,0,,126.5,0.25,0,0,,0,0,0,0,0,,,0,0,,,,,,,18.598333,18.598333,MEDIO
2015,Cundinamarca,Jerusalén,12,3.575,0.351666667,7.9325,1.551666667,186.6,,0.018,0.04,0.02,27.5,0,396.2,248.4,0.01,2,1.16,0,0.029166667,0.24,,0.083333333,0,0,0,,0,0,0.06,0,0,,,0,0.02,,,,,,,7.668333,7.668333,BAJO
2015,Cundinamarca,Junín,12,6.516666667,1.008333333,6.960833333,1.01,7.6,,0.002,0,0.02,0.85,0,12,2,0.132,2.2,1.006,0,0.095833333,0,,2.583333333,0.25,0,0,,0,0,0,0,0,,,0,0,0,,,0,,,7.040833,7.040833,BAJO
2015,Cundinamarca,La Calera,39,4.943589744,0.844358974,7.291538462,0.826666667,14.26666667,,0.054,0,0,0.175,0,16.2,6,0.118,6.533333333,2.002666667,0,0.061538462,0,0,0.131578947,0,0,0,,0,0,0.02,0,0,0,0,0,,,,,0,,,2.376153,2.376153,SIN RIESGO
2015,Cundinamarca,La Mesa,50,6.946808511,2.764255319,7.407021277,1.547021277,41.48,,0.316,0,0.015714286,0.86,0,71.28,39.88,0.06375,3.12,2.5152,0,0.098510638,0.021666667,2.42,67.59574468,1.446808511,0,0,0,0,0,0,0,0,0.005,0,0,0.0025,0,,,,,,18.4012,18.4012,MEDIO
2015,Cundinamarca,La Palma,9,5.622222222,3.651111111,7.882222222,2.546666667,188.5,,0.0475,0,0.09,0,0,267.5,85,0.1875,1,1.08,0,0.06,,,8.222222222,0,,,,0,,0,0,,,0,,0.01,0,,,,,,32.491111,32.491111,MEDIO
2015,Cundinamarca,La Peña,12,2.733333333,1.190833333,7.84,1.738333333,64.33333333,,0.06,0,,0,0,82.33333333,26.66666667,0,2,0.703333333,0,0.035,0,0.05,35.58333333,0.666666667,0,0,0,,0,0,,0,,,0,,0,,,,,,24.760833,24.760833,MEDIO
2015,Cundinamarca,La Vega,12,1.366666667,0.393333333,7.85,1.254166667,43.25,,0.055,0,0,0,0,89.5,48.25,0.065,2,1.435,0,0.0575,0.13,,0,0,0,0,0,0,0,0,0,0,,,0,0,0.001,,,,,,0,0,SIN RIESGO
2015,Cundinamarca,Lenguazaque,12,14.775,4.8275,7.625,1.303333333,13.5,,0.05,0,,7.8,0,29,20.25,0.3525,3.25,1.8425,0,0.2525,,,0.166666667,0.083333333,0,0,,,,0.03,,0,,,0,0,,,,0,,,26.169166,26.169166,MEDIO
2015,Cundinamarca,Macheta,12,9.591666667,1.526666667,7.903333333,0.850833333,45.66666667,,0.07,0,0,0,0,3.333333333,0.666666667,0.06,3,1.716666667,0,0.14,0,,0,0,0,0,,0,0,0,0,0,0,,0,0.02,,,,,,,12.4,12.4,BAJO
2015,Magdalena,Zona Bananera,50,5.07616,1.124,7.0588,,108.6315789,,,,,,,141.7894737,,,,,,,,,1865.368421,60.65789474,,,,,,,,,,,,,,,,,,,63.359,63.359,ALTO
2015,Cundinamarca,Madrid,47,1.603125,0.265,7.875,1.488125,93.5,,0.038,0,0,10,0,53.8,4.7,0.007777778,14.2,2.073,0,0.0459375,0,,0.106382979,0,0,0,,0,0,0,0,0,,0,0,0.005,0,,,,,,0.797872,0.797872,SIN RIESGO
2015,Cundinamarca,Manta,12,11.64166667,2.996666667,7.1025,0.485833333,6.666666667,,0.033333333,0.02,0,0.65,0,8,0.666666667,0.29,3,1.742333333,0,0.0375,,,17.91666667,2.5,,,,0,,0,0,,0,,,,,,,,,,24.173333,24.173333,MEDIO
2015,Cundinamarca,Medina,12,2.2,0.8,7.160833333,1.338333333,16.5,,0.0375,0,0.03,0,0.2,21.75,12,0,0.5,1.24,0,0.036666667,,,24.5,0.916666667,0,0,,0,,0.03,0,0,0,,0,0,0,,,,,,5.310833,5.310833,BAJO
2015,Cundinamarca,Mosquera,60,3.851351351,0.324054054,7.064054054,0.753027027,54.125,,0.13375,0.03,0.02,4.066666667,0,29.625,11.75,0.024285714,12.375,3.53875,0.01,0.05,0,1.42,15.81666667,0,0,0,,0,0,0,0,0,0,,0,0,0,,,0,,,0.585166,0.585166,SIN RIESGO
2015,Cundinamarca,Nariño,12,7.791666667,2.07,7.284166667,1.753333333,40.75,,0.0325,0,0,6.5,0,51.25,14.5,0.11,9.25,5.6125,0,0.038333333,0,,210.9166667,29,0,0,0,0,0,0,0,0,,0,0,0.01,0,,,,,,29.0675,29.0675,MEDIO
2015,Cundinamarca,Nemocón,12,3.675,0.72,7.215,0.6925,11.5,,0.065,0,0,0.9,0,22,5.75,0.185,8,1.645,0,0.053333333,0,,0,0,0.007,0,,0,0,0,0,0,,,0,0,,,,,,,0,0,SIN RIESGO
2015,Cundinamarca,Nilo,24,2.941666667,0.690416667,7.252083333,1.535,43.9,,0.389,0.015,0,0,0,52.8,10.2,0.011,3.2,1.809,0,0.0325,0.09,,2.25,0,0,0,0,0,0,0,0,0,0.01,0,0,0.003333333,0,,,,,,3.186666,3.186666,SIN RIESGO
2015,Cundinamarca,Nimaima,10,1.44,0.492,7.52,1.466,101,,0.0175,0,0.01,,0,182.75,78.25,0.065,1.75,0.7725,0,0.105,,,0,0,0,0,,0,,0,0,0,0.02,,0,,,,,,,,0,0,SIN RIESGO
2015,Cundinamarca,Nocaima,12,4.833333333,1.935833333,7.741666667,1.308333333,129.25,,0.04,0,0,10.8,0,251.25,123.5,0.07,2.75,0.86,0,0.105833333,0,,201.6666667,201.5833333,0,0.006,0,0,0,0,0,0,,,0,,,,,,,,7.9575,7.9575,BAJO
2015,Cundinamarca,Ovejas,1,10000,7,7,1,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,27.09,27.09,MEDIO
2015,Cundinamarca,Pacho,36,1.858333333,0.452222222,7.415833333,1.283888889,50.13333333,,0.080666667,0,0,1.45,0,69.13333333,16.2,0.022857143,3,0.589333333,0,0.08,0,0.265,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,0,,,0,0,SIN RIESGO
2015,Cundinamarca,Paime,11,1.072727273,0.249090909,7.289090909,0.960909091,28.25,,0.0325,0,0.02,0,0,36.25,3.25,0.0425,12,0.805,0,0.025454545,0.17,,5.454545455,0,0,0,,0,0,0,0,0,,,0,0.01,0,,,0,,,6.346363,6.346363,BAJO
2015,Cundinamarca,Pandi,14,12.63076923,1.774615385,7.486923077,1.356923077,9.166666667,,0.028333333,0.04,0.02,0.5,0,13.33333333,5.666666667,0.224,4,5.375,0,0.132307692,0,,10.30769231,0,0,0,,0,0,0,0,0,,,0,0.02,,,,,,,13.845714,13.845714,BAJO
2015,Cundinamarca,Paratebueno,12,15.35,8.3775,7.124166667,1.0925,16.6,,0.014,0,0,1.5,0,29.4,28.2,0.2375,1.4,1.826,0,0.066666667,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,,,17.658333,17.658333,MEDIO
2015,Cundinamarca,Pasca,12,12.15,2.453333333,7.825833333,1.615,31.5,,0.3475,0.02,,0.65,0,33.25,6.5,0.305,0.75,2.2675,0,0.219166667,0,,0.25,0,0,0,,,0,0.025,,0,,,0,0.08,0,,,0,,,19.275,19.275,MEDIO
2015,Cundinamarca,Puerto Salgar,16,6.96875,1.670625,7.303125,1.113125,196.2,,0.113,0,0,31.96666667,0,147.6,8.5,0.362222222,7.4,3.485,0,0.02,0.23,0.02,13.625,0,0,0,,0,0,0,,0,0,,0,0,0,,,,,,4.88125,4.88125,SIN RIESGO
2015,Cundinamarca,Pulí,8,13.4,1.9925,7.2675,1.2775,50.33333333,,0.063333333,0,0,0,0,60.66666667,8.666666667,0.05,0.333333333,0.866666667,0,0.0725,,,8.75,0.125,0,0,,0,,0,0,0,,0,0,,,,,,,,19.03875,19.03875,MEDIO
2015,La Guajira,San Juan Del Cesar,14,5.142857143,1.155,6.69,1.225,16.7,,,,,,,17.16666667,59,,,,,,,,235.7142857,15.42857143,,,,,,,,,,,,,,,,,,,13.792857,13.792857,BAJO
2015,Cundinamarca,Quebradanegra,22,4.095454545,1.561818182,7.766363636,1.69,148.25,,0.0275,0,0.185,13.15,0,354.625,209.625,0.01,5.375,1.1825,0,0.064545455,0,,1.181818182,0,0,0,,0,0,0.06,0,0,0.02,,0,0.01,0,,,,,,8.104545,8.104545,BAJO
2015,Cundinamarca,Quetame,11,1.490909091,0.815454545,7.672727273,0.821,74.33333333,,0.07,0,0.04,10.9,0,105.3333333,34,0.066666667,2,0.506666667,0,0.022727273,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0.01,,,,,,,3.191818,3.191818,SIN RIESGO
2015,Cundinamarca,Quipile,11,0.754545455,0.214545455,8.11,0.657272727,193.5,,0.29,0.05,0.04,9.7,0,221.5,27.75,0,1.5,0.6325,0,0.047272727,0,,0,0,0,0,,0,0,0.035,0,0,,0,0,,,,,0,,,4.864545,4.864545,SIN RIESGO
2015,Cundinamarca,Ricaurte,12,2.841666667,0.773333333,7,1.316666667,35.75,,0.01,0,0,,0,45.5,11.5,0.04,7.25,1.9725,0,0.041666667,0,,0,0,0,0,,0,0,0,0,0,,0,0,0,,,,,,,0,0,SIN RIESGO
2015,Cundinamarca,San Antonio Del Tequendama,12,1.583333333,0.399166667,7.510833333,0.889166667,39.5,,0.593333333,0,0.015,,0,66.33333333,25,0.034,1.833333333,5.216666667,0,0.065,,1.22,0,0,0,0,,0,,0,0,0,0.01,0,0,0.01,0,,,,,,1.665,1.665,SIN RIESGO
2015,Cundinamarca,San Bernardo,13,3.7,0.544166667,7.93,1.726666667,9.2,,0.008,0.05,0,0,0,13.2,1.4,0.06,2.8,6.914,0,0.046666667,0,,0,0,0,0,,0,0,0,0,0,,0,0,0.01,,,,,,,0.083076,0.083076,SIN RIESGO
2015,Cundinamarca,San Cayetano,12,2.425,0.615833333,7.266666667,1.433333333,7.75,,0.03,0,0.01,,0,19,13.25,0.0325,2.25,0.9025,0,0.111666667,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,,,0,,,0.584166,0.584166,SIN RIESGO
2015,Cundinamarca,San Francisco,17,1.241176471,0.309411765,7.311764706,1.149411765,24,,0.918571429,,0,,,29.42857143,5.857142857,0.078571429,2.142857143,1.7,0,0.09,0,,91.52941176,0,0,0,,0.000666667,0,,0,0,0.015,,0,,,,,,,,3.8,3.8,SIN RIESGO
2015,Cundinamarca,San Juan De Río Seco,20,7.865,3.1245,7.8935,0.692,81.8,,0.088,0,,0,0,92,22.4,0,2.8,1.33,0,0.0425,0,,598.85,18.2,0.002,0,,,0,0,,0,,,0,0,0,,,,,,45.8675,45.8675,ALTO
2015,Cundinamarca,Sasaima,24,2.1875,0.7525,7.023333333,1.362916667,47.625,,0.18625,0,0,1.5,0,120.5,78.1875,0.045384615,1.75,1.42375,0,0.070833333,0,0.32,0.333333333,0,0,0,,0,0,0.0575,0,0,0.022333333,,0.0015,0,0,,,,,,12.0775,4.442083,BAJO
2015,Cundinamarca,Sesquilé,12,4.833333333,1.093333333,7.411666667,0.798333333,19,,0.0675,0,0,0,0,19.25,9.25,0.11,2.75,1.2475,0,0.098333333,,,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,2.884166,2.884166,SIN RIESGO
2015,Cundinamarca,Sibaté,77,14.66447368,3.229480519,6.857922078,0.638289474,6.238095238,,0.201666667,0.01,0,0,0,8.071428571,5.975609756,0.259285714,2.047619048,1.664761905,0.00047619,0.105,0,,106.1315789,8.210526316,0,0,,0,0,0,0,0,0,0,0,0.002857143,0,0,0,0,,,24.393506,24.393506,MEDIO
2015,Cundinamarca,Silvania,26,4.011538462,0.719230769,7.661153846,1.363461538,12.25,,0.049166667,0.025,0.05,0.5,0,13.33333333,11.72727273,0.011666667,3.25,5.1075,0,0.139615385,0,1.04,172.6538462,98.07692308,0,0,,0,0,0.025,0,0,,0,0,0.01,0,,,0,,,11.459615,11.459615,BAJO
2015,Cundinamarca,Simijaca,9,5.666666667,1.021111111,7.076666667,1.287777778,40.33333333,,0.016666667,0,0,0,0,47.33333333,15,0.073333333,3,1.126666667,0,0.131111111,0,,0,0,0,0,,0,0,0.03,0,0,0,,0,0,,,,0,,,2.435555,2.435555,SIN RIESGO
2015,Cundinamarca,Soacha,109,3.580952381,0.765595238,7.024285714,1.280833333,23.12903226,,0.063225806,0,0.0125,0,0,29.09677419,9.066666667,0.207037037,2.161290323,0.780967742,0,0.05797619,0.032,2.036666667,0.009174312,0,0,0,0,0,0,0.018333333,0,0,0,0,0,0,0,,,0,,,1.11266,1.11266,SIN RIESGO
2015,Cundinamarca,Sopó,42,2.595121951,0.277317073,6.884390244,1.358780488,18.82608696,,0.064782609,0,0.005,0.7,0,28.13043478,8.956521739,0.028571429,7.47826087,4.027826087,0,0.029512195,0.046,,0,0,0,0,0,0.0005,0,0.01,0,0,0,,0,0.003333333,0,0,0,,,,0.038809,0.038809,SIN RIESGO
2015,Cundinamarca,Subachoque,8,6.6625,1.16375,7.0325,0.96625,7.5,,0.0075,,0,,,9.5,14.75,0.075,3.25,1.8175,0,0.085,0,,0.125,0,0,0,,0,0,,0,0,,0,0,,,,,,,,7.21875,7.21875,BAJO
2015,Cundinamarca,Suesca,38,7.963157895,2.668684211,7.561052632,1.058684211,21.72222222,,0.157777778,0.064285714,0.016,0.26,0,19.72222222,16.38888889,1.052352941,8.388888889,2.129444444,0.006666667,0.058684211,0.153333333,,231.1842105,1.657894737,0,0,,0.0006,0,0.017142857,0,0,0,0,0,,,,,,,,22.981842,22.981842,MEDIO
2015,Cundinamarca,Supatá,12,2.241666667,0.645833333,7.401666667,0.6875,30.75,,1.3475,0,0,0,0,32.75,4.25,0.0275,1.25,0.705,0,0.0225,0,0,0.166666667,0,0,0,,0.002,0,0,0,0,,0,0,0,0,,,0,,,7.889166,7.889166,BAJO
2015,Cundinamarca,Susa,9,2.655555556,1.147777778,7.052222222,1.455555556,7.666666667,,0.423333333,0.05,0,,0,7.666666667,2.333333333,0.12,2,3.686666667,0,0.074444444,,,0,0,0,0,,0,,0.07,0,0,0,,0,0,,,,0,,,5.574444,5.574444,BAJO
2015,Cundinamarca,Sutatausa,12,3.758333333,0.9,7.401666667,1.449166667,53.25,,0.0675,0.04,0,0,0,52.75,14,0.0775,1,1.25,0,0.1275,,,26,0,0,0,,0,,0.035,0,0,0,,0,0,,,,0,,,4.463333,4.463333,SIN RIESGO
2015,Cundinamarca,Tabio,13,4.730769231,1.181538462,6.973076923,1.123076923,34.33333333,,0.371666667,,0,,,28.83333333,4.333333333,0.16,5.333333333,0.75,0,0.053076923,0.025,,23.38461538,3.846153846,,,,0.00025,0,,0,,,,,,,,,,,,9.423846,9.423846,BAJO
2015,Cundinamarca,Tausa,24,6.4,1.55,6.991666667,1.38,12.46666667,,0.108666667,0.05,,15.7,0,25.4,15.42857143,0.275333333,4.4,1.871333333,0,0.062083333,0,7.75,0,0,0,0,,,0,0.03,,0,,,0,0.003333333,0,,,0,,,5.669583,5.669583,BAJO
2015,Cundinamarca,Tena,31,3.538709677,1.170967742,7.682580645,2.212580645,107.8461538,,0.542307692,0,0,4.06,0,137.9230769,28.92307692,0.062307692,2.076923077,2.436153846,0,0.031935484,0.1275,0.66,78.25806452,4.161290323,0,0,0,0,0,0,0,0,0.005,,0,0,0,,,0,,,10.993225,10.993225,BAJO
2015,Cundinamarca,Tenjo,28,2.417857143,1.214285714,7.4125,0.876428571,54.25,,0.124375,0,0.01,7.6,0,55.5625,3,0.131428571,2.5,0.958125,0,0.022142857,0,,0.035714286,0,0,0,,0,0,0,0,0,0,,0,0.005,0,,,,,,3.736071,3.736071,SIN RIESGO
2015,Cundinamarca,Tibacuy,12,1.358333333,0.239166667,7.6025,1.145,21.75,,0.6775,0,0,0,0,23.25,5.5,0,1.75,0.5875,0,0.045833333,,,0.166666667,0,0,0,,0,,0,,0,0,,0,0,0,,,0,,,4.663333,4.663333,SIN RIESGO
2015,Cundinamarca,Tibirita,12,13.97272727,3.272727273,6.400909091,0.485454545,4.333333333,,0.036666667,0,0,0,0,8,11.33333333,0.04,1.333333333,1.476666667,0,0.229090909,0,,41.63636364,0,0,0,,0,0,0,0,0,,0,0,,0,,,,0,,15.61,15.61,MEDIO
2015,Cundinamarca,Tocaima,55,2.005454545,0.448909091,7.179454545,1.267454545,41.61290323,,0.015806452,0,0.006666667,9.633333333,0,85.06451613,42.12903226,0.009285714,5.225806452,1.551612903,0,0.061454545,0,,0,0,0,0,0,0,0,0.008333333,0,0,,0,0,0.01,0,,,0,,,0.898909,0.898909,SIN RIESGO
2015,Cundinamarca,Tocancipá,44,2.056818182,0.271590909,7.251590909,1.253181818,22.5,,0.1,0.017,0.006666667,1.375,0,24.55,5.85,0.015,8.05,3.754,0,0.024545455,0,0.645,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,0.374545,0.374545,SIN RIESGO
2015,Cundinamarca,Topaipí,12,1.716666667,0.591666667,6.636666667,0.990833333,22.75,,0.0075,0.13,0.02,0.5,0,48,22.25,0.0625,0.5,0.2575,0,0.159166667,0,0,0.166666667,0,0,0,,0.005,0,0,0,0,,,0,0,0,,,0,,,12.730833,5.755833,BAJO
2015,Cundinamarca,Ubalá,11,11.50909091,5.718181818,7.638181818,1.027272727,9.5,,0.02,0,0,0,0,13.5,7,0.195,1.5,1.2275,0,0.250909091,0,,0,0,0,0,,0,0,0,0,0,,0,0,0.01,0,,,0,,,12.38,12.38,BAJO
2015,Cundinamarca,Ubaque,20,5.32,1.613157895,6.8645,0.761,20.6,,0.066,0,,0.266666667,0,14.8,21.4,0.0675,2.4,1.934,0,0.1965,0,,105,6.3,0,0,,,0,0,,0,,,0,0,0,,,,,,24.287,24.287,MEDIO
2015,Cundinamarca,Une,10,2.57,0.711,7.05,1.008,16.25,,0.065,0,0,0,0,22.25,3,0.0775,2.75,0.99,0,0.082,0,,2.2,0.5,0,0,0,0,0,0,0,0,,,0,0,,,,,,,4.907,4.907,SIN RIESGO
2015,Cundinamarca,Útica,12,1.316666667,0.338333333,7.448333333,1.168333333,72.75,,0.01,0,0,,0,205.25,116.5,0,26.5,1.31,0,0.060833333,0.21,,0.75,0,0,0,,0,0,0,0,0,0.01,,0,0.01,,,,,,,4.440833,4.440833,SIN RIESGO
2015,Cundinamarca,Venecia,13,5.025,0.949166667,7.160833333,1.466666667,6.8,,0.036,0.025,0.02,0.6,0,13.8,8.6,0.0825,3.2,6.0782,0,0.134166667,0,,0,0,0,0,,0.001,0,0.025,0,0,,,0,0,,,,,,,8.15,8.15,BAJO
2015,Cundinamarca,Vergara,10,2.91,0.818,7.538,1.233,67.25,,0.0725,0,0.017,,0,93.25,26.25,0.03,1,0.53,0,0.042,,,0,0,0,0,,0,,0,,0,0.015,,0.003,0,,,,,,,5.329,5.329,BAJO
2015,Cundinamarca,Vianí,11,3.872727273,1.038181818,7.706363636,1.495454545,94,,0.03,0.05,0.02,9.3,0,122,30.25,0.4675,1,0.8925,0,0.090909091,,,39.54545455,0,0,0,,0,,0,0,0,0.01,,0,0,0,,,,,,8.334545,8.334545,BAJO
2015,Cundinamarca,Villa De San Diego De Ubate,64,3.066666667,0.623333333,7.458809524,1.712619048,24.9,,0.058,0,0,5.5,0,36.7,9.9,0.163333333,3.6,1.558,0,0.056428571,,1.42,0,0,0,0,,0,,0,0,0,,0,0,0,0,,,0,,,0.334687,0.334687,SIN RIESGO
2015,Cundinamarca,Villagómez,12,3.075,1.169166667,6.523333333,1.114166667,7,,0.03,,0.03,,,15,6.25,0.11,3,0.8375,0,0.025833333,0,5.94,0.166666667,0,0,0,,0,0,,0,0,,,0,0,0,,,0,,,5.0575,5.0575,SIN RIESGO
2015,Cundinamarca,Villapinzón,12,6.7,0.899166667,7.113333333,1.346666667,5.25,,0.0375,0.02,0,0,0,2.75,0.25,0.0775,2,1.1275,0,0.105833333,0,,0,0,0,0,,0,0,0,0,0,,0,0,0.03,,,,,,,0.31,0.31,SIN RIESGO
2015,Cundinamarca,Villeta,62,1.651351351,0.185405405,7.162162162,1.183783784,116,,0.023333333,0,0.06,16.1,0,348.3333333,241.4444444,0.012222222,4,1.667777778,0,0.072162162,0.06,,0.491803279,0,0,0,0.2,0,0,0.025,0,0,0.02,,0,0,0,,,0,0,,2.879677,2.879677,SIN RIESGO
2015,Cundinamarca,Viotá,10,4.3,1.069,7.067,1.421,11.5,,0.2425,,0,,,17.25,9.5,0.135,1.5,1.6125,0,0.075,0,,7.5,0,,,,0,0,,,,0,,,,,,,,,,8.652,8.652,BAJO
2015,La Guajira,Uribia,26,3.230769231,0.289615385,6.893461538,0.868076923,14.6588,,,,,,,23.09090909,12.63113333,,,,,,,,1.230769231,0,,,,,,,,,,,,,,,,,,,5.115,5.115,BAJO
2015,Cundinamarca,Yacopí,10,4.13,1.929,7.131,1.515,16.33333333,,0.01,0.05,,0,0.15,46.66666667,57.66666667,0.306666667,2,0.413333333,0,0.171,,,0.7,0,0,0,,,,0,,0,,,0,0,0.001,,,0,,,15.348,15.348,MEDIO
2015,Cundinamarca,Zipacón,24,1.841666667,0.6175,8.236666667,0.4225,39.33333333,,0.613333333,0,0,0,0,29.91666667,6.416666667,0,1.166666667,2.728333333,0,0.044583333,0.036666667,2.39,447.125,2.458333333,0,0,,0,0,0,0,0,,0,0,0,0,,,,,,36.6475,36.6475,ALTO
2015,Cundinamarca,Zipaquirá,90,2.704477612,0.548955224,7.062537313,0.944925373,8.740740741,,0.04037037,0.013333333,0.006666667,2.766666667,0,15.03703704,6,0.074545455,10.62962963,1.830740741,0,0.040746269,0,,3.977777778,0,0,0,0,0.000666667,0,0,0,0,,0,0,0,0,,,0,,,0.615333,0.615333,SIN RIESGO
2015,Guainía,Barranco Minas,3,,,6.953333333,0,21.33333333,0,0.19,0.566333333,0,,,,22.33333333,0.156,,5.433333333,0.024666667,0,0.016666667,,27.83333333,0.666666667,,,,,,,,,,,,,,,,,,,54.623333,54.623333,ALTO
2015,Guainía,Inírida,320,,,4.656678322,0.826909091,1.444912281,12.77248322,0.703380282,0.444209459,0,,,,73.10142568,0.187755102,21.85,4.354905405,0.074101351,0.952398649,0.152380952,,11.38982301,0.177092511,,,,,,,,,,,,,,,,,,0,16.260781,16.260781,MEDIO
2015,Huila,Acevedo,63,21.74603175,3.635714286,7.106349206,0.131746032,28,,0.25,,,,,23,2.18,0,21,,,1,0.5,,0.5,0.435483871,,,,,,,,,,,,,,,,,,,51.989365,51.989365,ALTO
